cliente_id,nombre_cliente,segmento_cliente,ciudad,edad,ingreso_estimado,total_productos,lista_productos,saldo_total,consumo_total_tc,cupo_total_tc,dias_venc_minimo,canales_usados,n_productos_distintos,es_multiproducto,utilizacion_tc_pct,lover_type,categoria_dominante
C000070,Cliente 0070,Premium,Guayaquil,18,7092.08,3,Crédito Hipotecario,149975.09999999998,0.0,0.0,199.0,"Branch, Web",1,False,,Sin Perfil de Consumo,N/A
C000071,Cliente 0071,PyME,Ambato,37,3031.86,4,Cuenta Corriente,49335.88,0.0,0.0,,"ATM, App, Web",1,False,,Sin Perfil de Consumo,N/A
C000072,Cliente 0072,Premium,Guayaquil,47,2316.76,10,"Crédito Vehicular, Tarjeta de Crédito",34485.67,1607.35,44100.0,373.0,"ATM, App, Branch, POS, Web",2,True,3.6,Food & Supermarket Lover,Food
C000073,Cliente 0073,Premium,Quito,39,7344.02,15,"Crédito Hipotecario, Crédito Vehicular, Tarjeta de Crédito",211012.83,8536.94,147600.0,246.0,"App, Branch, POS, Web",3,True,5.8,Food & Supermarket Lover,Supermarket
C000074,Cliente 0074,Mass,Ambato,49,1221.2,13,"Crédito Vehicular, Tarjeta de Crédito",20501.260000000002,1074.9499999999998,18000.0,56.0,"App, POS, Web",2,True,6.0,Entertainment & Streaming Lover,Streaming
C000075,Cliente 0075,PyME,Quito,57,3180.02,18,"Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",49417.54,2330.9700000000003,64400.0,51.0,"ATM, App, Branch, POS, Web",3,True,3.6,Travel Lover,Travel
C000076,Cliente 0076,Premium,Quito,47,3283.02,2,Crédito Vehicular,31882.48,0.0,0.0,1123.0,"App, Branch",1,False,,Sin Perfil de Consumo,N/A
C000077,Cliente 0077,Mass,Quito,29,1140.64,8,"Cuenta Corriente, Tarjeta de Crédito",7286.89,444.64,19600.0,23.0,"App, POS, Web",2,True,2.3,Tech Lover,Technology
C000078,Cliente 0078,Mass,Quito,55,680.08,4,Tarjeta de Crédito,2041.48,198.09,4800.0,504.0,"App, POS, Web",1,False,4.1,Tech Lover,Technology
C000079,Cliente 0079,Mass,Ambato,38,1077.3,9,"Crédito Hipotecario, Tarjeta de Crédito",214308.33,284.99,10200.0,1142.0,"App, Branch, POS, Web",2,True,2.8,Food & Supermarket Lover,Supermarket
C000080,Cliente 0080,Mass,Ambato,18,891.27,8,"Crédito Hipotecario, Crédito de Consumo, Tarjeta de Crédito",176822.0,598.5,8800.0,876.0,"App, Branch, POS, Web",3,True,6.8,Food & Supermarket Lover,Supermarket
C000081,Cliente 0081,Mass,Desconocida,24,956.2,9,"Crédito Hipotecario, Crédito Vehicular, Tarjeta de Crédito",312301.71,166.06,5600.0,820.0,"ATM, Branch, POS, Web",3,True,3.0,Lifestyle Lover,Others
C000082,Cliente 0082,Affluent,Guayaquil,35,1462.58,21,"Crédito Hipotecario, Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",285969.48,1465.75,29400.0,30.0,"App, Branch, POS, Web",4,True,5.0,Food & Supermarket Lover,Supermarket
C000083,Cliente 0083,Mass,Cuenca,36,555.3,6,"Crédito Hipotecario, Tarjeta de Crédito",71441.43,181.32,6500.0,463.0,"ATM, App, Branch, Web",2,True,2.8,Food & Supermarket Lover,Supermarket
C000084,Cliente 0084,Premium,Guayaquil,50,4630.39,14,"Cuenta Corriente, Tarjeta de Crédito",100976.6,2814.7,130000.0,283.0,"ATM, App, Branch, POS, Web",2,True,2.2,Entertainment & Streaming Lover,Entertainment
C000085,Cliente 0085,Mass,Guayaquil,51,2098.71,18,"Crédito Hipotecario, Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",178877.7,1120.25,47300.0,469.0,"ATM, App, Branch, POS, Web",4,True,2.4,Lifestyle Lover,Fuel
C000086,Cliente 0086,Mass,Quito,36,969.86,16,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",25296.149999999998,646.66,37700.0,1360.0,"ATM, App, Branch, POS, Web",3,True,1.7,Entertainment & Streaming Lover,Streaming
C000087,Cliente 0087,Mass,Guayaquil,47,797.22,16,"Crédito Vehicular, Cuenta de Ahorros, Tarjeta de Crédito",25230.49,666.18,16900.0,346.0,"ATM, App, Branch, POS, Web",3,True,3.9,Food & Supermarket Lover,Supermarket
C000088,Cliente 0088,Affluent,Guayaquil,49,2038.02,6,"Crédito Hipotecario, Crédito Vehicular",175164.99,0.0,0.0,1848.0,"App, Branch, Web",2,True,,Sin Perfil de Consumo,N/A
C000089,Cliente 0089,Premium,Quito,39,9401.64,15,"Crédito Hipotecario, Tarjeta de Crédito",288114.09,10233.93,239200.0,720.0,"App, POS, Web",2,True,4.3,Education Lover,Education
C000090,Cliente 0090,Mass,Quito,30,883.43,4,Tarjeta de Crédito,3013.44,129.32999999999998,4800.0,282.0,"App, POS",1,False,2.7,Lifestyle Lover,Fuel
C000091,Cliente 0091,Affluent,Quito,38,2527.2,2,Crédito de Consumo,32919.58,0.0,0.0,2178.0,"Branch, Web",1,False,,Sin Perfil de Consumo,N/A
C000092,Cliente 0092,Mass,Quito,48,1339.39,4,Cuenta de Ahorros,10554.8,0.0,0.0,,"Branch, Web",1,False,,Sin Perfil de Consumo,N/A
C000093,Cliente 0093,Mass,Ambato,38,1229.98,16,"Crédito de Consumo, Tarjeta de Crédito",12265.35,1089.23,24700.0,278.0,"App, Branch, POS, Web",2,True,4.4,Education Lover,Education
C000094,Cliente 0094,Mass,Cuenca,38,467.24,6,"Crédito Vehicular, Cuenta Corriente, Cuenta de Ahorros",32828.549999999996,0.0,0.0,778.0,"ATM, Branch, Web",3,True,,Sin Perfil de Consumo,N/A
C000095,Cliente 0095,Mass,Quito,48,750.36,3,Crédito Vehicular,53629.08,0.0,0.0,916.0,"App, Branch",1,False,,Sin Perfil de Consumo,N/A
C000096,Cliente 0096,Premium,Cuenca,52,3886.76,17,"Crédito Vehicular, Crédito de Consumo, Tarjeta de Crédito",128988.43000000001,4113.42,162400.0,689.0,"App, Branch, POS, Web",3,True,2.5,Food & Supermarket Lover,Supermarket
C000097,Cliente 0097,Mass,Guayaquil,46,952.91,11,"Crédito Hipotecario, Cuenta Corriente, Cuenta de Ahorros",206790.77,0.0,0.0,176.0,"ATM, App, Branch, Web",3,True,,Sin Perfil de Consumo,N/A
C000098,Cliente 0098,Mass,Guayaquil,49,636.04,4,"Crédito de Consumo, Cuenta Corriente",10203.08,0.0,0.0,1965.0,"App, Branch",2,True,,Sin Perfil de Consumo,N/A
C000099,Cliente 0099,Mass,Guayaquil,18,1703.63,5,"Crédito Hipotecario, Cuenta de Ahorros",139737.72,0.0,0.0,1356.0,"ATM, App, Branch, Web",2,True,,Sin Perfil de Consumo,N/A
C000100,Cliente 0100,Mass,Cuenca,46,870.1,14,"Crédito Hipotecario, Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",224758.58,302.81,14000.0,266.0,"ATM, App, Branch, POS, Web",4,True,2.2,Lifestyle Lover,Fuel
C000101,Cliente 0101,Mass,Quito,34,2125.11,18,"Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",55075.880000000005,1993.3200000000002,46200.0,311.0,"ATM, App, Branch, POS, Web",3,True,4.3,Food & Supermarket Lover,Food
C000102,Cliente 0102,Mass,Quito,34,518.55,6,Tarjeta de Crédito,3966.18,206.74,7800.0,940.0,"App, Branch, POS, Web",1,False,2.7,Education Lover,Education
C000103,Cliente 0103,Premium,Guayaquil,42,4597.87,8,"Cuenta de Ahorros, Tarjeta de Crédito",7994.75,2206.17,44800.0,576.0,"Branch, POS, Web",2,True,4.9,Travel Lover,Travel
C000104,Cliente 0104,Mass,Quito,49,1507.45,3,Cuenta Corriente,6114.18,0.0,0.0,,"Branch, Web",1,False,,Sin Perfil de Consumo,N/A
C000105,Cliente 0105,Premium,Guayaquil,40,5297.82,1,Crédito Hipotecario,60323.76,0.0,0.0,1730.0,Branch,1,False,,Sin Perfil de Consumo,N/A
C000106,Cliente 0106,Affluent,Guayaquil,40,2414.5,12,"Crédito de Consumo, Tarjeta de Crédito",23384.43,1698.77,24300.0,284.0,"App, Branch, POS, Web",2,True,7.0,Food & Supermarket Lover,Food
C000107,Cliente 0107,Mass,Guayaquil,61,670.08,1,Crédito de Consumo,2312.98,0.0,0.0,1423.0,App,1,False,,Sin Perfil de Consumo,N/A
C000108,Cliente 0108,PyME,Guayaquil,27,2121.18,1,Cuenta Corriente,-100.0,0.0,0.0,,App,1,False,,Sin Perfil de Consumo,N/A
C000109,Cliente 0109,Affluent,Quito,48,2444.48,15,"Crédito Hipotecario, Cuenta de Ahorros, Tarjeta de Crédito",77205.23,2702.4700000000003,84000.0,141.0,"App, Branch, POS, Web",3,True,3.2,Entertainment & Streaming Lover,Streaming
C000110,Cliente 0110,Premium,Quito,35,6842.24,3,"Crédito Vehicular, Crédito de Consumo",76949.36,0.0,0.0,573.0,"App, Branch, Web",2,True,,Sin Perfil de Consumo,N/A
C000111,Cliente 0111,PyME,Quito,46,2412.35,5,"Crédito Vehicular, Cuenta de Ahorros",42377.35,0.0,0.0,1784.0,"POS, Web",2,True,,Sin Perfil de Consumo,N/A
C000112,Cliente 0112,PyME,Quito,38,1584.01,9,"Crédito Hipotecario, Cuenta Corriente, Tarjeta de Crédito",128599.62,610.8,14000.0,663.0,"ATM, App, Branch, POS, Web",3,True,4.4,Food & Supermarket Lover,Supermarket
C000113,Cliente 0113,Mass,Guayaquil,65,741.54,18,"Crédito Hipotecario, Crédito Vehicular, Crédito de Consumo, Tarjeta de Crédito",80622.59,554.16,19600.0,1024.0,"App, Branch, POS, Web",4,True,2.8,Travel Lover,Travel
C000114,Cliente 0114,Premium,Guayaquil,57,2243.46,14,"Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",43847.770000000004,1748.47,54000.0,597.0,"ATM, App, Branch, POS, Web",3,True,3.2,Tech Lover,Technology
C000115,Cliente 0115,Mass,Manta,34,1717.11,13,"Crédito de Consumo, Tarjeta de Crédito",14443.64,1751.12,49500.0,676.0,"App, Branch, POS, Web",2,True,3.5,Health & Wellness Lover,Health
C000116,Cliente 0116,Affluent,Loja,31,2641.54,15,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",96086.08,1439.6000000000001,50400.0,971.0,"ATM, App, Branch, POS, Web",3,True,2.9,Food & Supermarket Lover,Supermarket
C000117,Cliente 0117,Affluent,Manta,47,2881.36,3,Crédito Vehicular,28291.77,0.0,0.0,891.0,"App, Web",1,False,,Sin Perfil de Consumo,N/A
C000118,Cliente 0118,Affluent,Guayaquil,32,1531.34,17,"Crédito Hipotecario, Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",218973.33,544.45,22800.0,940.0,"ATM, App, Branch, POS, Web",4,True,2.4,Food & Supermarket Lover,Supermarket
C000119,Cliente 0119,Mass,Guayaquil,42,1054.25,11,"Crédito de Consumo, Tarjeta de Crédito",13383.09,404.58,16000.0,217.0,"App, Branch, POS, Web",2,True,2.5,Entertainment & Streaming Lover,Streaming
C000120,Cliente 0120,Affluent,Quito,18,2728.3,16,"Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",56138.64,1820.67,30800.0,646.0,"ATM, App, Branch, POS",3,True,5.9,Lifestyle Lover,Fuel
C000121,Cliente 0121,PyME,Quito,25,2508.43,14,"Crédito Vehicular, Tarjeta de Crédito",39691.450000000004,2925.45,42900.0,1420.0,"App, Branch, POS, Web",2,True,6.8,Education Lover,Education
C000122,Cliente 0122,Affluent,Guayaquil,24,1393.52,20,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",44308.92,957.29,34800.0,265.0,"App, Branch, POS, Web",3,True,2.8,Tech Lover,Technology
C000123,Cliente 0123,Premium,Loja,18,3945.89,10,"Crédito Vehicular, Cuenta de Ahorros, Tarjeta de Crédito",147857.33,1438.27,33200.0,145.0,"App, Branch, POS, Web",3,True,4.3,Tech Lover,Technology
C000124,Cliente 0124,Joven,Guayaquil,56,561.33,15,"Cuenta de Ahorros, Tarjeta de Crédito",6376.92,433.48,7200.0,981.0,"ATM, App, POS, Web",2,True,6.0,Tech Lover,Technology
C000125,Cliente 0125,Mass,Loja,35,935.9,7,"Crédito Vehicular, Crédito de Consumo, Cuenta de Ahorros",57073.29,0.0,0.0,308.0,"ATM, Branch, Web",3,True,,Sin Perfil de Consumo,N/A
C000126,Cliente 0126,Premium,Loja,51,2957.88,8,"Crédito Hipotecario, Crédito Vehicular, Tarjeta de Crédito",178212.47999999998,1085.19,28400.0,1330.0,"App, Branch, POS, Web",3,True,3.8,Tech Lover,Technology
